TransactionID,Amount,Date,Description,PaymentMethod,MerchantName,MerchantCategoryCode,Status,Recurrence,AccountHolderAge,AccountHolderGender,Category
4078,9290.11,2025-01-05,Merchant_81 Entertainment,UPI,Merchant_81,5541,Posted,Recurring,18,Female,Entertainment
4079,16094.47,2024-12-26,Merchant_15 Dining,Debit Card,Merchant_15,4814,Pending,Recurring,62,Male,Dining
4080,17392.32,2025-03-05,Merchant_53 Transport,Auto-Debit,Merchant_53,6311,Pending,One-time,70,Female,Transport
4081,2404.4,2025-05-21,Merchant_72 Fuel,Debit Card,Merchant_72,4784,Pending,Regular,56,Male,Fuel
4082,12109.65,2025-05-29,Merchant_1 Gifts,Credit Card,Merchant_1,7841,Pending,Recurring,59,Female,Gifts
4083,913.4,2025-09-04,Merchant_29 Utilities,Credit Card,Merchant_29,6513,Posted,One-time,26,Female,Utilities
4084,2818.03,2025-05-20,Merchant_87 Medical,Debit Card,Merchant_87,8299,Posted,One-time,75,Female,Medical
4085,5936.3,2025-01-08,Merchant_82 Shopping,Debit Card,Merchant_82,7841,Pending,Recurring,67,Male,Shopping
4086,11860.42,2025-04-12,Merchant_85 Subscription,UPI,Merchant_85,4784,Posted,Regular,72,Male,Subscription
4087,3750.2,2025-10-07,Merchant_49 Transport,UPI,Merchant_49,7841,Pending,Regular,51,Male,Transport
4088,5580.55,2025-10-18,Merchant_99 Utilities,Credit Card,Merchant_99,7841,Pending,Regular,36,Male,Utilities
4089,5732.11,2024-12-14,Merchant_19 Subscription,Credit Card,Merchant_19,5947,Posted,Recurring,59,Female,Subscription
4090,13343.58,2025-10-05,Merchant_68 Utilities,Auto-Debit,Merchant_68,6311,Posted,Recurring,31,Male,Utilities
4091,16384.01,2025-04-22,Merchant_22 Gifts,NEFT,Merchant_22,5812,Pending,Regular,20,Female,Gifts
4092,10208.73,2025-02-21,Merchant_10 Health & Fitness,Auto-Debit,Merchant_10,7832,Pending,One-time,70,Female,Health & Fitness
4093,12638.9,2024-11-03,Merchant_54 Utilities,NEFT,Merchant_54,7832,Posted,One-time,43,Male,Utilities
4094,15646.39,2025-06-18,Merchant_100 Entertainment,NEFT,Merchant_100,5732,Pending,Recurring,26,Male,Entertainment
4095,690.65,2024-12-23,Merchant_75 Medical,Auto-Debit,Merchant_75,5541,Posted,Recurring,57,Male,Medical
4096,13397.88,2025-07-26,Merchant_47 Groceries,NEFT,Merchant_47,7832,Posted,Recurring,42,Male,Groceries
4097,13027.06,2025-03-13,Merchant_31 Education,UPI,Merchant_31,7832,Pending,Regular,75,Female,Education
4098,3036.69,2025-01-05,Merchant_9 Dining,Debit Card,Merchant_9,4784,Posted,Recurring,55,Male,Dining
4099,19161.46,2025-09-29,Merchant_70 Medical,Debit Card,Merchant_70,4121,Posted,Regular,45,Male,Medical
4100,15325.46,2024-12-08,Merchant_22 Education,NEFT,Merchant_22,4814,Posted,Recurring,40,Female,Education
4101,11044.08,2024-12-22,Merchant_32 Health & Fitness,Auto-Debit,Merchant_32,4784,Pending,Recurring,59,Male,Health & Fitness
4102,6026.72,2024-11-23,Merchant_5 Utilities,UPI,Merchant_5,5411,Pending,One-time,44,Female,Utilities
4103,19911.07,2025-03-22,Merchant_51 Subscription,UPI,Merchant_51,7997,Pending,One-time,51,Female,Subscription
4104,8749.1,2024-11-24,Merchant_9 Insurance,Auto-Debit,Merchant_9,6311,Pending,Recurring,32,Female,Insurance
4105,11713.72,2025-01-26,Merchant_50 Gifts,Auto-Debit,Merchant_50,4784,Pending,One-time,30,Male,Gifts
4106,12213.25,2025-07-15,Merchant_14 Health & Fitness,NEFT,Merchant_14,6311,Pending,Recurring,18,Female,Health & Fitness
4107,17766.02,2025-04-27,Merchant_13 Travel,Debit Card,Merchant_13,8011,Pending,One-time,67,Male,Travel
4108,16837.49,2025-05-06,Merchant_5 Transport,Credit Card,Merchant_5,5947,Pending,Recurring,42,Female,Transport
4109,1583.75,2024-12-28,Merchant_88 Groceries,Debit Card,Merchant_88,7997,Posted,Regular,33,Male,Groceries
4110,6263.04,2024-12-16,Merchant_47 Shopping,Debit Card,Merchant_47,7841,Posted,Recurring,39,Female,Shopping
4111,6457.09,2025-06-18,Merchant_37 Insurance,Auto-Debit,Merchant_37,5411,Pending,One-time,28,Female,Insurance
4112,16294.93,2025-06-28,Merchant_43 Utilities,Auto-Debit,Merchant_43,4814,Pending,One-time,20,Male,Utilities
4113,2677.59,2025-06-08,Merchant_54 Health & Fitness,Debit Card,Merchant_54,5812,Pending,One-time,35,Male,Health & Fitness
4114,10954.54,2025-09-16,Merchant_25 Health & Fitness,UPI,Merchant_25,8011,Posted,Regular,59,Male,Health & Fitness
4115,7862.88,2025-02-23,Merchant_13 Subscription,Debit Card,Merchant_13,7841,Pending,Recurring,67,Male,Subscription
4116,16909.05,2025-03-24,Merchant_99 Insurance,Credit Card,Merchant_99,7997,Posted,One-time,51,Male,Insurance
4117,12925.86,2025-07-16,Merchant_24 Transport,Credit Card,Merchant_24,5411,Posted,Recurring,63,Male,Transport
4118,14480.76,2024-11-14,Merchant_55 Gifts,Auto-Debit,Merchant_55,6311,Posted,One-time,53,Female,Gifts
4119,18782.62,2025-05-05,Merchant_75 Subscription,UPI,Merchant_75,5812,Pending,Recurring,49,Female,Subscription
4120,5254.05,2024-12-14,Merchant_62 Shopping,Auto-Debit,Merchant_62,8011,Pending,Regular,25,Male,Shopping
4121,1256.4,2025-02-10,Merchant_74 Travel,Credit Card,Merchant_74,7997,Posted,Recurring,70,Male,Travel
4122,10810.02,2025-05-22,Merchant_96 Travel,Credit Card,Merchant_96,7841,Posted,Regular,19,Male,Travel
4123,9045.5,2024-12-13,Merchant_28 Insurance,NEFT,Merchant_28,4121,Pending,Recurring,42,Male,Insurance
4124,16783.66,2025-03-09,Merchant_37 Health & Fitness,NEFT,Merchant_37,5947,Pending,Regular,26,Female,Health & Fitness
4125,8827,2025-09-05,Merchant_26 Subscription,NEFT,Merchant_26,7832,Pending,One-time,67,Male,Subscription
4126,575.59,2025-05-10,Merchant_66 Travel,Credit Card,Merchant_66,8011,Pending,Regular,50,Female,Travel
4127,17883.16,2025-03-20,Merchant_91 Dining,UPI,Merchant_91,7997,Pending,Regular,31,Male,Dining
4128,10049.6,2025-05-24,Merchant_44 Gifts,Auto-Debit,Merchant_44,4784,Posted,One-time,70,Female,Gifts
4129,1758.12,2024-12-31,Merchant_12 Entertainment,Debit Card,Merchant_12,5732,Posted,Recurring,56,Male,Entertainment
4130,13836.54,2025-03-23,Merchant_91 Insurance,Credit Card,Merchant_91,8299,Posted,Regular,57,Male,Insurance
4131,17456.92,2024-10-30,Merchant_95 Subscription,NEFT,Merchant_95,5541,Pending,Recurring,36,Male,Subscription
4132,14010.85,2024-12-25,Merchant_71 Insurance,NEFT,Merchant_71,7832,Pending,Regular,49,Male,Insurance
4133,12818.11,2025-02-21,Merchant_66 Dining,Credit Card,Merchant_66,5812,Posted,Recurring,52,Male,Dining
4134,1341.72,2024-12-14,Merchant_51 Entertainment,UPI,Merchant_51,7832,Posted,One-time,24,Male,Entertainment
4135,12189.45,2025-08-07,Merchant_66 Fuel,UPI,Merchant_66,5541,Posted,Regular,64,Male,Fuel
4136,9865.76,2025-01-31,Merchant_65 Travel,NEFT,Merchant_65,7832,Posted,Recurring,46,Female,Travel
4137,6654.99,2025-06-15,Merchant_10 Insurance,Auto-Debit,Merchant_10,7832,Posted,Recurring,42,Male,Insurance
4138,7065.1,2025-06-09,Merchant_29 Travel,Credit Card,Merchant_29,4784,Pending,Regular,54,Male,Travel
4139,12792.44,2025-02-23,Merchant_18 Fuel,Auto-Debit,Merchant_18,5732,Pending,Regular,35,Female,Fuel
4140,19582.27,2025-04-05,Merchant_56 Medical,UPI,Merchant_56,5411,Pending,Recurring,72,Female,Medical
4141,12000.44,2025-04-28,Merchant_63 Gifts,Credit Card,Merchant_63,5411,Posted,Regular,59,Female,Gifts
4142,7949.86,2025-07-19,Merchant_13 Dining,Debit Card,Merchant_13,7997,Posted,Recurring,63,Male,Dining
4143,1145.44,2025-08-17,Merchant_95 Groceries,Auto-Debit,Merchant_95,8299,Posted,One-time,75,Female,Groceries
4144,9424.44,2025-01-27,Merchant_83 Fuel,Auto-Debit,Merchant_83,5411,Pending,One-time,40,Male,Fuel
4145,817.11,2025-09-14,Merchant_1 Entertainment,NEFT,Merchant_1,4814,Posted,Regular,39,Female,Entertainment
4146,9982.71,2024-12-06,Merchant_30 Fuel,NEFT,Merchant_30,4121,Pending,One-time,37,Male,Fuel
4147,11315.84,2025-02-25,Merchant_48 Medical,Debit Card,Merchant_48,8299,Pending,Recurring,48,Male,Medical
4148,19685.31,2024-11-20,Merchant_2 Subscription,NEFT,Merchant_2,7841,Pending,Regular,39,Male,Subscription
4149,15941.9,2025-08-16,Merchant_61 Utilities,Auto-Debit,Merchant_61,4814,Posted,Regular,74,Male,Utilities
4150,14153.8,2025-07-13,Merchant_65 Subscription,Credit Card,Merchant_65,7832,Posted,Regular,38,Female,Subscription
4151,11330.67,2025-10-02,Merchant_44 Subscription,Auto-Debit,Merchant_44,5541,Pending,Recurring,42,Female,Subscription
4152,10220.87,2024-11-18,Merchant_1 Education,UPI,Merchant_1,4784,Pending,Recurring,57,Female,Education
4153,6302.18,2025-04-19,Merchant_47 Entertainment,UPI,Merchant_47,7832,Pending,One-time,32,Male,Entertainment
4154,8812.53,2025-02-25,Merchant_95 Education,Auto-Debit,Merchant_95,5812,Posted,Recurring,18,Female,Education
4155,13796.99,2025-01-11,Merchant_16 Entertainment,NEFT,Merchant_16,5541,Pending,Recurring,28,Male,Entertainment
4156,6978.58,2025-06-08,Merchant_34 Education,Auto-Debit,Merchant_34,5411,Posted,Regular,19,Female,Education
4157,591.93,2025-01-07,Merchant_33 Insurance,Debit Card,Merchant_33,6311,Posted,Recurring,70,Male,Insurance
4158,11680.81,2024-11-24,Merchant_57 Rent,UPI,Merchant_57,5411,Posted,One-time,66,Male,Rent
4159,5428.11,2025-04-11,Merchant_51 Entertainment,Debit Card,Merchant_51,4121,Pending,Regular,27,Male,Entertainment
4160,17829.05,2025-09-24,Merchant_77 Fuel,UPI,Merchant_77,5541,Pending,One-time,48,Male,Fuel
4161,5285.62,2025-06-17,Merchant_59 Education,Auto-Debit,Merchant_59,5812,Pending,Regular,19,Female,Education
4162,5925.85,2025-09-20,Merchant_44 Groceries,Credit Card,Merchant_44,8299,Pending,Regular,19,Female,Groceries
4163,16506.54,2025-06-01,Merchant_89 Shopping,Credit Card,Merchant_89,8011,Pending,One-time,67,Male,Shopping
4164,13133.07,2025-07-05,Merchant_55 Education,UPI,Merchant_55,7841,Pending,Recurring,26,Female,Education
4165,1897.05,2025-10-02,Merchant_29 Subscription,Auto-Debit,Merchant_29,4784,Pending,Recurring,34,Male,Subscription
4166,13219.78,2025-05-23,Merchant_40 Rent,Credit Card,Merchant_40,4121,Pending,Recurring,29,Male,Rent
4167,16674.7,2025-01-22,Merchant_29 Groceries,UPI,Merchant_29,5947,Posted,Recurring,66,Female,Groceries
4168,9736.17,2025-07-17,Merchant_36 Gifts,NEFT,Merchant_36,6311,Posted,Regular,45,Male,Gifts
4169,7670.97,2025-07-23,Merchant_11 Subscription,Credit Card,Merchant_11,5411,Posted,Recurring,49,Female,Subscription
4170,15792.68,2024-11-13,Merchant_39 Entertainment,Debit Card,Merchant_39,7832,Posted,Recurring,56,Male,Entertainment
4171,3292.32,2025-05-29,Merchant_63 Rent,UPI,Merchant_63,7832,Posted,One-time,64,Male,Rent
4172,15975.3,2025-05-12,Merchant_24 Medical,UPI,Merchant_24,6311,Posted,Regular,58,Female,Medical
4173,5635.52,2025-08-20,Merchant_96 Utilities,NEFT,Merchant_96,4121,Pending,One-time,27,Male,Utilities
4174,13606.38,2025-07-03,Merchant_67 Rent,Auto-Debit,Merchant_67,6513,Pending,Regular,60,Female,Rent
4175,11317.53,2025-06-26,Merchant_19 Health & Fitness,Credit Card,Merchant_19,8011,Posted,One-time,54,Male,Health & Fitness
4176,3181.67,2025-02-02,Merchant_66 Transport,Debit Card,Merchant_66,5812,Posted,Recurring,42,Female,Transport
4177,18176.05,2025-08-22,Merchant_90 Fuel,Debit Card,Merchant_90,4814,Posted,One-time,30,Female,Fuel
4178,13954.88,2025-03-13,Merchant_26 Health & Fitness,NEFT,Merchant_26,7841,Posted,One-time,26,Female,Health & Fitness
4179,15622.26,2024-12-20,Merchant_56 Health & Fitness,Credit Card,Merchant_56,8299,Pending,Recurring,65,Male,Health & Fitness
4180,3328.75,2025-03-22,Merchant_12 Entertainment,NEFT,Merchant_12,6311,Posted,Regular,47,Male,Entertainment
4181,14358.76,2025-08-10,Merchant_34 Entertainment,Credit Card,Merchant_34,7832,Posted,One-time,40,Male,Entertainment
4182,14968.76,2025-01-07,Merchant_30 Insurance,NEFT,Merchant_30,5411,Pending,Recurring,47,Male,Insurance
4183,16127.34,2024-10-25,Merchant_89 Transport,UPI,Merchant_89,4784,Posted,Regular,33,Female,Transport
4184,19314.12,2025-04-16,Merchant_98 Rent,Debit Card,Merchant_98,4121,Posted,One-time,75,Female,Rent
4185,19107.03,2025-06-12,Merchant_82 Rent,Credit Card,Merchant_82,5541,Pending,Recurring,40,Female,Rent
4186,4197.63,2025-01-26,Merchant_90 Entertainment,Debit Card,Merchant_90,4121,Pending,One-time,49,Male,Entertainment
4187,287.5,2025-03-31,Merchant_82 Travel,Debit Card,Merchant_82,5541,Pending,Recurring,26,Male,Travel
4188,16146.59,2025-04-23,Merchant_46 Utilities,Debit Card,Merchant_46,4784,Posted,One-time,55,Female,Utilities
4189,9543.37,2025-05-16,Merchant_34 Dining,Credit Card,Merchant_34,7832,Posted,Regular,18,Male,Dining
4190,15998.18,2025-01-21,Merchant_78 Rent,Credit Card,Merchant_78,4784,Pending,Regular,43,Female,Rent
4191,4904.64,2025-02-20,Merchant_8 Education,NEFT,Merchant_8,7841,Pending,One-time,63,Female,Education
4192,13538.32,2025-09-20,Merchant_47 Shopping,Credit Card,Merchant_47,7997,Posted,Regular,39,Male,Shopping
4193,6344.76,2025-07-27,Merchant_27 Shopping,Credit Card,Merchant_27,5411,Pending,One-time,73,Female,Shopping
4194,10271.45,2025-03-15,Merchant_62 Fuel,Auto-Debit,Merchant_62,6513,Pending,Recurring,67,Male,Fuel
4195,3812.62,2025-10-14,Merchant_76 Fuel,Auto-Debit,Merchant_76,5541,Posted,One-time,58,Male,Fuel
4196,12938.1,2024-11-24,Merchant_92 Rent,UPI,Merchant_92,5947,Pending,One-time,40,Male,Rent
4197,4164.91,2025-07-23,Merchant_90 Dining,UPI,Merchant_90,6513,Pending,Recurring,51,Male,Dining
4198,4963.92,2024-10-20,Merchant_58 Dining,UPI,Merchant_58,6513,Posted,Regular,59,Female,Dining
4199,3233.42,2025-02-02,Merchant_81 Utilities,UPI,Merchant_81,5411,Posted,Regular,32,Male,Utilities
4200,14250.37,2024-11-27,Merchant_90 Entertainment,NEFT,Merchant_90,5411,Pending,Recurring,39,Male,Entertainment
4201,4088.91,2025-05-06,Merchant_67 Shopping,NEFT,Merchant_67,5732,Posted,One-time,52,Male,Shopping
4202,12391.09,2024-11-29,Merchant_81 Travel,Auto-Debit,Merchant_81,7997,Posted,One-time,42,Male,Travel
4203,10963.43,2024-11-28,Merchant_65 Entertainment,NEFT,Merchant_65,5812,Pending,Recurring,71,Female,Entertainment
4204,3326.1,2025-10-15,Merchant_24 Gifts,Debit Card,Merchant_24,7832,Posted,Recurring,37,Female,Gifts
4205,533.71,2025-05-22,Merchant_97 Insurance,Credit Card,Merchant_97,6513,Pending,One-time,18,Female,Insurance
4206,15803.4,2025-07-08,Merchant_14 Utilities,Debit Card,Merchant_14,6513,Posted,Regular,40,Male,Utilities
4207,19873.42,2025-03-21,Merchant_38 Utilities,UPI,Merchant_38,5812,Posted,Recurring,32,Female,Utilities
4208,19108.01,2025-01-27,Merchant_78 Subscription,UPI,Merchant_78,7832,Posted,One-time,39,Female,Subscription
4209,8826.91,2025-10-08,Merchant_60 Dining,Auto-Debit,Merchant_60,8011,Posted,Regular,59,Female,Dining
4210,3752.89,2024-10-29,Merchant_29 Medical,NEFT,Merchant_29,5732,Pending,Recurring,24,Male,Medical
4211,930.19,2025-07-30,Merchant_58 Fuel,NEFT,Merchant_58,5732,Posted,One-time,27,Male,Fuel
4212,5991,2024-12-30,Merchant_27 Health & Fitness,Auto-Debit,Merchant_27,5411,Pending,Regular,43,Male,Health & Fitness
4213,5012.04,2025-04-17,Merchant_9 Rent,Auto-Debit,Merchant_9,7841,Posted,Regular,43,Female,Rent
4214,16136.52,2025-02-26,Merchant_81 Shopping,Auto-Debit,Merchant_81,4814,Posted,One-time,72,Male,Shopping
4215,17264.33,2025-08-19,Merchant_15 Education,NEFT,Merchant_15,5541,Posted,Regular,46,Male,Education
4216,10929.57,2025-04-18,Merchant_68 Health & Fitness,NEFT,Merchant_68,4784,Pending,One-time,47,Male,Health & Fitness
4217,16706.81,2025-01-31,Merchant_36 Travel,Auto-Debit,Merchant_36,7997,Pending,One-time,56,Male,Travel
4218,12503.48,2025-09-03,Merchant_91 Subscription,NEFT,Merchant_91,6311,Pending,Recurring,19,Female,Subscription
4219,8849.9,2024-12-31,Merchant_66 Travel,Credit Card,Merchant_66,6311,Posted,One-time,73,Female,Travel
4220,11202.08,2025-04-20,Merchant_7 Insurance,Auto-Debit,Merchant_7,4814,Pending,One-time,57,Male,Insurance
4221,10850.94,2024-12-07,Merchant_8 Rent,Credit Card,Merchant_8,4121,Posted,Recurring,35,Female,Rent
4222,6401.67,2025-06-05,Merchant_63 Health & Fitness,NEFT,Merchant_63,7841,Posted,One-time,56,Female,Health & Fitness
4223,11281.1,2025-01-10,Merchant_50 Health & Fitness,UPI,Merchant_50,7841,Pending,Recurring,46,Female,Health & Fitness
4224,8505.1,2025-10-09,Merchant_57 Medical,Credit Card,Merchant_57,7841,Pending,One-time,18,Female,Medical
4225,19658.65,2025-06-17,Merchant_19 Subscription,Auto-Debit,Merchant_19,4784,Pending,Recurring,32,Male,Subscription
4226,16672.5,2024-10-30,Merchant_96 Subscription,Credit Card,Merchant_96,4121,Posted,One-time,59,Female,Subscription
4227,5910.28,2025-03-12,Merchant_6 Dining,UPI,Merchant_6,4814,Pending,Regular,40,Female,Dining
4228,195.48,2025-01-29,Merchant_14 Subscription,NEFT,Merchant_14,4121,Pending,One-time,23,Male,Subscription
4229,11920.16,2025-06-12,Merchant_93 Education,UPI,Merchant_93,8011,Posted,Recurring,44,Male,Education
4230,6936.95,2025-05-25,Merchant_45 Transport,Auto-Debit,Merchant_45,4814,Pending,Regular,55,Female,Transport
4231,9543.37,2024-11-09,Merchant_47 Travel,Credit Card,Merchant_47,7997,Posted,One-time,65,Male,Travel
4232,16570.56,2024-12-25,Merchant_12 Subscription,Credit Card,Merchant_12,8299,Pending,Recurring,62,Male,Subscription
4233,19658.69,2025-02-08,Merchant_11 Fuel,Auto-Debit,Merchant_11,5732,Posted,Recurring,75,Male,Fuel
4234,14135.62,2025-05-14,Merchant_39 Rent,Credit Card,Merchant_39,5411,Posted,Regular,73,Female,Rent
4235,7505.64,2025-05-23,Merchant_68 Subscription,NEFT,Merchant_68,6311,Pending,Recurring,27,Female,Subscription
4236,5387.56,2025-02-02,Merchant_64 Entertainment,Debit Card,Merchant_64,5411,Pending,Regular,70,Female,Entertainment
4237,7548.31,2025-03-31,Merchant_27 Gifts,Credit Card,Merchant_27,5411,Pending,One-time,64,Female,Gifts
4238,17678.41,2025-07-11,Merchant_80 Rent,Auto-Debit,Merchant_80,5541,Posted,Regular,60,Female,Rent
4239,1687.48,2025-01-07,Merchant_58 Rent,Debit Card,Merchant_58,7832,Pending,One-time,43,Male,Rent
4240,4412.53,2024-11-17,Merchant_22 Insurance,NEFT,Merchant_22,7841,Posted,Regular,58,Female,Insurance
4241,4795.02,2024-11-20,Merchant_56 Medical,Auto-Debit,Merchant_56,5732,Pending,One-time,25,Male,Medical
4242,1642.62,2024-12-12,Merchant_76 Gifts,Auto-Debit,Merchant_76,6311,Pending,Recurring,67,Female,Gifts
4243,16257.29,2025-10-15,Merchant_7 Shopping,UPI,Merchant_7,5541,Posted,One-time,31,Female,Shopping
4244,5227.43,2024-12-05,Merchant_72 Medical,Auto-Debit,Merchant_72,7997,Posted,Regular,48,Male,Medical
4245,9337,2025-08-03,Merchant_90 Subscription,Credit Card,Merchant_90,6513,Posted,Recurring,45,Female,Subscription
4246,17238.94,2025-01-02,Merchant_62 Travel,Debit Card,Merchant_62,7841,Pending,Recurring,68,Female,Travel
4247,11577.97,2025-08-04,Merchant_72 Utilities,Auto-Debit,Merchant_72,7841,Pending,Regular,23,Female,Utilities
4248,3429.9,2025-04-09,Merchant_1 Fuel,Auto-Debit,Merchant_1,4121,Posted,One-time,36,Male,Fuel
4249,16862.93,2025-04-07,Merchant_81 Shopping,Debit Card,Merchant_81,8011,Posted,Regular,41,Male,Shopping
4250,2657.82,2025-07-20,Merchant_64 Fuel,Auto-Debit,Merchant_64,7997,Posted,Recurring,63,Male,Fuel
4251,5393.64,2024-12-04,Merchant_68 Medical,Credit Card,Merchant_68,4814,Posted,Regular,27,Female,Medical
4252,12290.14,2025-01-28,Merchant_15 Subscription,NEFT,Merchant_15,7832,Posted,Regular,41,Male,Subscription
4253,8643.45,2025-04-26,Merchant_1 Groceries,NEFT,Merchant_1,5812,Posted,One-time,52,Female,Groceries
4254,14320.43,2025-05-04,Merchant_91 Subscription,UPI,Merchant_91,7841,Posted,Recurring,59,Male,Subscription
4255,9186.23,2025-09-25,Merchant_28 Travel,Credit Card,Merchant_28,6311,Pending,Recurring,66,Female,Travel
4256,17792.84,2024-10-20,Merchant_80 Transport,Auto-Debit,Merchant_80,4784,Pending,Recurring,51,Male,Transport
4257,8393.7,2025-01-25,Merchant_70 Medical,NEFT,Merchant_70,8011,Pending,Regular,58,Male,Medical
4258,9945.11,2025-05-19,Merchant_57 Gifts,UPI,Merchant_57,7997,Posted,Recurring,63,Male,Gifts
4259,2906.63,2025-05-23,Merchant_63 Dining,NEFT,Merchant_63,7841,Pending,Recurring,66,Female,Dining
4260,7632.4,2025-06-01,Merchant_66 Utilities,UPI,Merchant_66,6513,Posted,Regular,19,Female,Utilities
4261,12995.53,2025-06-14,Merchant_72 Fuel,Auto-Debit,Merchant_72,5541,Pending,One-time,50,Male,Fuel
4262,14273.02,2025-09-17,Merchant_100 Education,Debit Card,Merchant_100,7832,Posted,Regular,59,Female,Education
4263,15142.74,2024-11-28,Merchant_40 Health & Fitness,NEFT,Merchant_40,5541,Posted,Recurring,57,Female,Health & Fitness
4264,1101.85,2025-02-09,Merchant_63 Education,Debit Card,Merchant_63,5812,Pending,Regular,29,Male,Education
4265,14140.81,2024-11-08,Merchant_9 Health & Fitness,NEFT,Merchant_9,4784,Pending,Regular,35,Female,Health & Fitness
4266,14725.44,2025-03-31,Merchant_68 Gifts,Auto-Debit,Merchant_68,8299,Posted,Regular,30,Male,Gifts
4267,17389.82,2024-12-04,Merchant_74 Gifts,Auto-Debit,Merchant_74,6513,Posted,One-time,54,Male,Gifts
4268,7884.27,2025-04-26,Merchant_59 Subscription,UPI,Merchant_59,5732,Posted,One-time,71,Female,Subscription
4269,2403.84,2025-06-06,Merchant_48 Dining,Credit Card,Merchant_48,6513,Pending,Regular,40,Female,Dining
4270,4679.68,2025-06-29,Merchant_8 Rent,UPI,Merchant_8,5411,Posted,One-time,22,Female,Rent
4271,3101.25,2025-01-29,Merchant_32 Fuel,Auto-Debit,Merchant_32,7832,Pending,Recurring,61,Female,Fuel
4272,19490.77,2025-10-16,Merchant_93 Shopping,Auto-Debit,Merchant_93,8011,Posted,Recurring,70,Female,Shopping
4273,18665.79,2025-03-23,Merchant_51 Health & Fitness,Debit Card,Merchant_51,5411,Posted,One-time,30,Female,Health & Fitness
4274,15688.46,2024-10-28,Merchant_61 Education,UPI,Merchant_61,6311,Pending,Recurring,28,Male,Education
4275,6143.02,2025-06-23,Merchant_36 Dining,Auto-Debit,Merchant_36,7841,Posted,Recurring,21,Male,Dining
4276,12295.53,2025-09-05,Merchant_20 Transport,Debit Card,Merchant_20,7997,Posted,One-time,19,Female,Transport
4277,3163.43,2025-05-10,Merchant_70 Gifts,Credit Card,Merchant_70,6311,Pending,Recurring,48,Male,Gifts
4278,678.55,2025-06-22,Merchant_88 Medical,UPI,Merchant_88,6513,Pending,Recurring,58,Female,Medical
4279,9917.6,2025-02-07,Merchant_44 Medical,Debit Card,Merchant_44,4784,Pending,Regular,60,Male,Medical
4280,19405.74,2024-10-20,Merchant_70 Rent,Debit Card,Merchant_70,8299,Posted,One-time,57,Female,Rent
4281,15792.26,2024-11-23,Merchant_65 Fuel,NEFT,Merchant_65,5947,Pending,One-time,49,Female,Fuel
4282,5140.02,2025-09-01,Merchant_62 Medical,NEFT,Merchant_62,5411,Pending,Regular,47,Female,Medical
4283,19357.73,2025-09-14,Merchant_33 Utilities,Credit Card,Merchant_33,5411,Pending,Regular,36,Male,Utilities
4284,11276.79,2025-06-01,Merchant_10 Entertainment,Auto-Debit,Merchant_10,6513,Pending,Recurring,75,Female,Entertainment
4285,11032.35,2025-07-08,Merchant_13 Health & Fitness,Credit Card,Merchant_13,5812,Pending,Regular,22,Male,Health & Fitness
4286,18717.88,2025-06-27,Merchant_20 Groceries,Auto-Debit,Merchant_20,7832,Pending,One-time,22,Female,Groceries
4287,414.34,2025-06-02,Merchant_57 Insurance,UPI,Merchant_57,5947,Pending,One-time,32,Male,Insurance
4288,4898.68,2025-06-23,Merchant_46 Shopping,Credit Card,Merchant_46,8011,Posted,Recurring,29,Female,Shopping
4289,11678.88,2024-10-19,Merchant_27 Transport,UPI,Merchant_27,6513,Pending,One-time,22,Male,Transport
4290,13323.65,2025-10-15,Merchant_88 Medical,UPI,Merchant_88,4814,Pending,Regular,63,Female,Medical
4291,17190.09,2025-04-14,Merchant_60 Education,Auto-Debit,Merchant_60,7832,Posted,Regular,27,Male,Education
4292,18852.46,2025-01-25,Merchant_56 Shopping,Auto-Debit,Merchant_56,4121,Pending,One-time,60,Female,Shopping
4293,5355.25,2025-09-27,Merchant_6 Groceries,UPI,Merchant_6,7997,Pending,Regular,38,Male,Groceries
4294,16639.23,2025-06-12,Merchant_78 Transport,Credit Card,Merchant_78,4784,Posted,One-time,39,Female,Transport
4295,15968.11,2024-10-26,Merchant_4 Fuel,Debit Card,Merchant_4,6311,Posted,Recurring,53,Female,Fuel
4296,4059.27,2024-12-04,Merchant_72 Travel,Debit Card,Merchant_72,8011,Pending,One-time,48,Female,Travel
4297,17613.09,2024-12-30,Merchant_11 Fuel,Credit Card,Merchant_11,5812,Pending,Regular,25,Female,Fuel
4298,3062.33,2025-08-31,Merchant_39 Utilities,Auto-Debit,Merchant_39,6311,Pending,Regular,63,Male,Utilities
4299,7339.26,2025-02-21,Merchant_34 Health & Fitness,Debit Card,Merchant_34,5541,Pending,Regular,41,Female,Health & Fitness
4300,18379.05,2025-03-19,Merchant_68 Fuel,NEFT,Merchant_68,5947,Pending,One-time,47,Male,Fuel
4301,3826,2025-06-01,Merchant_100 Insurance,Debit Card,Merchant_100,7997,Pending,Regular,27,Female,Insurance
4302,11190.91,2025-05-26,Merchant_40 Entertainment,Credit Card,Merchant_40,8011,Posted,Recurring,67,Female,Entertainment
4303,5810.32,2025-03-13,Merchant_58 Fuel,UPI,Merchant_58,5411,Posted,Recurring,20,Female,Fuel
4304,4707.42,2025-08-12,Merchant_4 Gifts,Debit Card,Merchant_4,5541,Posted,Regular,51,Male,Gifts
4305,2220.82,2025-09-20,Merchant_57 Travel,NEFT,Merchant_57,8299,Pending,One-time,47,Male,Travel
